what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Oracle Corporation",1509612925199
java.version,sysinfo,,,"1.7.0_03",1509612925199
java.vm.info,sysinfo,,,"mixed mode",1509612925199
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1509612925199
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1509612925199
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1509612925199
java.vm.specification.version,sysinfo,,,"1.7",1509612925199
java.vm.vendor,sysinfo,,,"Oracle Corporation",1509612925199
java.vm.version,sysinfo,,,"22.1-b02",1509612925199
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1509612925199
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1509612925300
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1509612925699
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1509612925846
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1509612926047
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1509612926300
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1509612926401
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1509612926431
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1509612926469
